Unnamed: 0,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4247,0,1,1,1.4915401492832985,0,1,1,0,1,1,1,1,1.3822264942192488,True,False,False,True,True,False,False
4829,0,0,0,-0.8295205827584317,0,0,0,0,0,0,0,1,-0.6567984249845842,False,False,False,False,False,False,False
2325,0,1,1,-1.1552834925186746,0,0,0,0,0,0,0,1,-1.4893587220678115,False,True,False,False,False,True,False
4417,0,0,1,-1.2774445836787656,0,0,0,0,0,0,0,1,0.1890562480999726,True,False,False,False,False,False,True
411,0,1,0,0.5549717837226001,1,0,0,0,0,0,0,1,-1.3397969920528607,False,True,True,False,False,False,False
612,0,0,1,1.369379058123207,0,0,0,0,0,0,0,0,-1.4694171580658184,False,True,False,True,False,False,True
6684,0,0,1,-0.8702409464784621,0,1,0,0,1,0,0,1,-0.9542600880143204,False,False,True,False,False,False,True
372,0,0,1,-0.3408762181180675,0,1,0,0,1,0,0,0,-0.9642308700153168,False,False,False,True,False,False,True
5254,0,1,1,1.5322605130033284,1,1,1,1,1,1,1,0,1.6614083902471577,True,False,False,True,True,False,False
5849,0,1,0,1.247217966963116,0,0,0,0,0,0,0,1,-1.4893587220678115,False,True,False,True,False,False,False
3206,0,0,0,-1.0738427650786138,0,0,0,0,0,0,0,0,-1.4876969250676455,False,True,False,False,False,False,True
2073,0,0,0,-0.748079855318371,0,0,0,0,0,0,0,0,-1.491020519067978,False,True,False,False,False,False,True
5752,0,1,1,1.4915401492832985,1,0,0,0,0,0,0,1,-1.288281285047711,False,True,False,True,False,False,False
5164,0,0,0,-1.0331224013585834,1,1,0,0,0,0,0,1,-0.3693075439558449,False,False,False,False,False,True,False
4619,0,1,0,-1.1960038562387048,1,0,0,0,1,0,0,1,0.4948268961305394,True,False,False,False,False,False,False
1186,0,1,0,1.0436161483629645,1,1,0,0,1,0,0,1,-0.1233615879312587,False,False,True,False,False,False,False
5489,0,0,1,-0.8702409464784621,0,0,0,0,0,0,0,0,-1.3148700370503688,False,False,False,False,False,True,False
2537,0,0,0,1.6137012404433893,1,1,1,1,1,1,1,0,1.6165398712426726,True,False,False,True,False,False,False
824,0,0,0,1.2064976032430856,1,0,0,0,0,0,0,1,-1.2949284730483754,False,True,False,True,True,False,False
2698,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,-1.4926823160681442,False,True,False,False,False,False,True
2606,0,0,0,-0.055833672077855,1,1,1,0,0,1,1,0,1.3157546142126038,True,False,False,False,False,True,False
6074,0,1,0,-1.2774445836787656,0,0,0,0,0,0,0,1,-1.3730329320561832,False,False,False,False,False,True,False
5673,0,0,0,-1.1552834925186746,0,0,0,0,0,0,0,0,-1.4976677070686424,False,True,True,False,False,False,True
1876,0,1,0,0.5956921474426305,1,0,0,0,0,1,1,1,1.0116457631822036,True,False,True,False,True,False,False
6019,0,0,0,0.3513699651224484,1,0,1,1,0,1,1,1,0.5247392421335293,False,False,True,False,False,True,False
3414,0,0,0,0.5956921474426305,0,1,0,1,1,0,0,0,-0.7598298389948839,False,False,False,True,False,False,True
133,0,0,0,-1.2774445836787656,0,0,0,0,0,0,1,1,-0.9742016520163136,False,False,False,False,False,True,False
908,0,0,1,-0.9924020376385532,0,0,0,0,0,0,0,0,-1.4893587220678115,False,True,False,False,False,False,True
2520,0,1,1,0.0663274190822359,0,1,1,1,1,1,1,0,0.6643301901474837,False,False,False,True,False,False,True
5496,0,1,1,0.4328106925625091,1,0,0,0,0,0,0,0,-1.3464441800535252,False,True,False,True,False,False,True
6823,0,0,0,-1.1552834925186746,0,1,0,0,0,0,0,1,-0.4723389579661445,False,False,False,False,False,False,False
2938,0,1,0,0.8400143297628127,1,0,1,0,1,0,1,0,1.0963974101906755,True,False,True,False,False,False,False
4316,0,0,0,1.4915401492832985,1,1,1,1,1,1,1,0,0.8604222361670865,False,False,False,True,False,False,True
6249,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0.3236618051134285,True,False,False,False,False,True,False
3210,0,1,1,1.2879383306831464,0,1,0,0,1,1,0,0,0.0345091270845229,False,False,True,False,False,False,True
2093,0,0,1,-0.9109613101984924,1,0,0,0,0,0,0,0,-1.328164413051698,False,True,False,False,True,False,False
5007,0,0,0,-0.3001558543980371,0,0,0,0,0,0,0,0,-1.4677553610656522,False,True,False,False,False,False,True
3423,0,0,1,-1.2774445836787656,0,1,0,0,0,0,0,0,-0.4706771609659783,False,False,False,False,False,False,True
1087,0,0,0,-0.0151133083578247,1,1,0,0,1,0,0,0,0.7607144161571191,True,False,False,False,False,False,False
838,0,0,0,0.1477681465222966,0,1,0,1,1,1,1,1,0.4798707231290441,False,False,False,False,True,False,False
25,0,0,0,-0.0965540357978854,0,1,1,0,0,0,0,1,-0.3144682429503628,False,False,False,False,False,False,False
2780,0,0,0,-0.3001558543980371,0,1,1,1,1,1,0,0,0.3170146171127639,False,False,True,False,False,False,True
5190,1,1,1,-0.1372743995179157,1,0,0,1,0,1,1,1,1.302460238211275,True,False,False,False,False,True,False
1405,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0.3735157151184122,True,False,False,False,False,True,False
4519,0,1,0,1.002895784642934,1,0,1,1,1,1,1,1,1.4835961112293827,True,False,True,False,False,False,False
1165,0,0,0,-0.3001558543980371,0,0,0,0,0,0,0,0,-1.491020519067978,False,True,True,False,True,False,False
2379,1,1,0,-0.0151133083578247,1,0,1,1,0,1,1,0,1.3822264942192488,True,False,False,False,False,False,False
5096,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,0,0.7341256641544608,False,False,False,True,False,False,False
3290,0,0,0,-1.1552834925186746,0,1,0,1,0,0,0,0,-0.9891578250178088,False,False,False,False,False,False,True
6078,0,1,0,0.9214550572028734,1,1,1,1,1,1,1,1,0.8438042661654253,False,False,True,False,False,True,False
6325,0,1,1,-0.62591876415828,0,1,0,0,1,1,0,0,0.9003053641710731,True,False,False,False,False,True,False
1270,0,1,1,1.247217966963116,1,0,0,0,0,0,0,0,-1.3331498040521963,False,True,False,True,True,False,False
2781,1,0,0,-1.0331224013585834,0,0,1,0,1,0,1,1,-0.6767399889865777,False,False,False,False,False,True,False
4610,0,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1.7627780072572912,True,False,True,False,False,False,False
1257,1,0,0,0.5142514200025698,0,0,0,0,0,0,1,0,-1.0157465770204666,False,False,True,False,False,True,False
5354,0,0,1,-1.2774445836787656,0,0,0,0,0,1,1,1,0.8172155141627669,True,False,False,False,False,True,False
2450,0,1,1,1.6137012404433893,1,1,0,1,1,1,1,1,1.5184938482328711,True,False,False,True,False,False,False
3795,0,0,0,-0.8295205827584317,0,0,0,0,0,1,0,1,0.5546515881365197,True,False,False,False,False,True,False
5188,1,1,0,-0.0965540357978854,1,0,0,0,1,1,1,1,1.221032185203135,True,False,False,False,False,True,False
3820,1,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1.5999219012410113,True,False,False,False,True,False,False
3035,1,1,0,-0.3001558543980371,0,0,0,0,0,0,0,1,0.1508349170961516,True,False,False,False,False,True,False
119,0,1,1,-0.2187151269579764,1,0,1,0,1,0,0,1,0.6792863631489789,True,False,False,False,True,False,False
6216,0,1,1,1.0436161483629645,1,1,1,1,1,0,0,0,0.2272775791037931,False,False,False,True,True,False,False
1335,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,1,-0.6567984249845842,False,False,False,False,False,False,True
5820,0,1,0,1.125056875803025,0,1,0,0,0,1,0,1,-0.1649065129354117,False,False,True,False,False,False,True
4116,0,1,1,-0.5037576729981889,0,0,0,0,0,0,0,0,-1.4976677070686424,False,True,True,False,False,False,False
6410,1,0,0,1.247217966963116,1,1,1,1,1,1,0,0,0.6061672951416694,False,False,True,False,False,False,False
6766,0,1,1,-0.748079855318371,0,0,0,0,0,0,0,0,-1.4960059100684764,False,True,True,False,False,False,True
2676,0,0,0,-0.1372743995179157,0,0,0,0,0,0,0,0,-1.4760643460664828,False,True,True,False,False,False,True
3746,0,1,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.1392023380949889,True,False,False,False,False,True,False
6844,0,0,0,-0.1372743995179157,0,0,1,0,1,1,0,0,0.827186296163764,True,False,False,False,False,False,True
5516,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,-0.4324558299621575,False,False,False,False,True,False,False
1306,0,0,0,1.5322605130033284,1,1,1,1,1,1,1,0,1.6879971422498157,True,False,True,False,True,False,False
6893,0,1,1,-1.0738427650786138,0,1,1,0,0,0,0,0,-0.2945266789483693,False,False,False,False,True,False,False
4618,1,0,0,-1.1552834925186746,0,0,0,1,0,1,1,1,0.9966895901807084,True,False,False,False,False,True,False
4244,0,1,1,0.5549717837226001,0,0,0,0,0,0,0,0,-1.4960059100684764,False,True,False,True,True,False,False
5228,0,0,0,-0.9516816739185228,0,0,0,0,0,0,0,1,-0.6767399889865777,False,False,False,False,False,False,True
5724,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.2189685941029625,True,False,False,False,False,False,True
3164,0,0,0,-0.055833672077855,0,0,1,1,0,1,1,1,1.217708591202803,True,False,False,False,False,True,False
3495,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,1,0.3519123541162524,True,False,False,False,False,True,False
4285,0,1,1,0.5142514200025698,1,1,1,0,1,1,0,0,0.3020584441112687,False,False,False,True,True,False,False
5626,0,0,0,-0.8702409464784621,0,1,0,1,0,0,1,0,-0.0236537679212913,False,False,False,False,False,False,False
1524,0,0,0,1.247217966963116,1,0,1,1,1,1,1,1,1.4985522842308774,True,False,False,False,True,False,False
1317,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,-1.3348116010523623,False,True,False,False,False,False,True
158,0,1,1,-0.6666391278783103,0,1,0,1,0,1,0,0,-0.0170065799206267,False,False,False,True,False,False,True
2196,0,1,1,-0.5444780367182193,0,0,0,0,0,0,0,0,-1.481049737066981,False,True,False,False,False,False,True
2621,0,1,0,1.5729808767233588,0,0,1,1,1,1,1,1,0.4765471291287116,False,False,False,True,True,False,False
379,0,0,0,-0.62591876415828,1,0,0,1,1,0,0,0,0.7308020701541287,True,False,True,False,False,True,False
3929,0,1,1,0.7178532386027215,0,0,0,0,0,0,0,1,-0.6634456129852487,False,False,True,False,False,False,False
3435,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,1,0.2173067971027965,True,False,False,False,True,False,False
1613,0,0,0,0.0663274190822359,0,0,0,0,0,0,0,0,-1.4976677070686424,False,True,False,False,False,False,True
3891,0,1,0,0.3920903288424788,1,1,0,0,0,0,0,0,-0.2878794909477047,False,False,True,False,True,False,False
2757,0,1,1,1.4915401492832985,1,1,0,1,0,0,0,0,0.6543594081464871,True,False,True,False,False,False,False
7026,0,0,0,-0.9516816739185228,0,0,0,0,0,0,0,1,-0.683387176987242,False,False,False,False,False,False,False
5387,0,0,0,-1.1552834925186746,0,0,0,0,1,0,0,0,-1.1387195550327598,False,False,False,False,False,True,False
442,0,1,0,0.880734693482843,1,1,1,1,1,1,1,1,1.6580847962468257,True,False,True,False,False,False,True
2112,0,0,0,0.0256070553622056,1,1,0,0,1,0,0,0,-0.1782008889367407,False,False,True,False,False,True,False
3782,0,0,1,-0.8295205827584317,1,0,0,0,0,1,0,1,0.641065032145158,True,False,False,False,False,True,False
2389,0,1,1,1.5729808767233588,1,1,0,1,1,1,1,0,0.6875953481498096,False,False,True,False,False,True,False
3221,0,0,0,-1.1960038562387048,0,0,0,0,1,0,0,1,-1.1636465100352518,False,False,False,False,False,True,False
2598,0,0,0,-1.0331224013585834,0,0,0,1,0,0,0,1,0.3452651661155883,True,False,False,False,False,True,False
5421,0,0,0,0.2292088739623573,0,0,0,0,0,0,0,0,-1.4860351280674795,False,True,False,True,False,False,True
4731,0,1,1,-0.5444780367182193,0,0,0,0,0,0,0,0,-1.491020519067978,False,True,True,False,False,False,True
4044,0,1,0,1.5322605130033284,1,0,1,1,1,1,1,1,0.6659919871476498,False,False,False,True,False,False,False
1789,0,1,0,0.880734693482843,0,0,1,0,0,0,0,0,-1.1420431490330922,False,False,False,False,False,True,False
1582,0,1,1,0.9621754209229036,1,1,0,0,0,1,0,0,0.0145675630825296,False,False,True,False,False,False,False
706,0,0,0,1.3286586944031769,0,1,1,0,1,0,0,1,-0.1715537009360761,False,False,False,True,False,False,True
5070,0,0,1,0.1070477828022663,0,0,0,1,0,1,0,1,0.677624566148813,True,False,True,False,False,True,False
536,0,1,0,1.247217966963116,1,0,1,0,0,0,0,1,0.5579751821368518,True,False,False,False,False,False,False
6042,1,1,0,0.188488510242327,0,0,0,0,0,0,0,0,-1.5009913010689746,False,True,True,False,False,False,True
4214,0,0,0,-1.1552834925186746,1,0,1,0,0,0,1,1,0.8404806721650927,True,False,False,False,False,True,False
1799,0,0,0,-0.9109613101984924,1,1,0,0,0,1,1,1,1.127971553193832,True,False,False,False,False,True,False
2366,1,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.179085466098976,True,False,False,False,False,True,False
5555,0,1,1,1.5322605130033284,0,0,0,0,0,0,0,0,-1.4943441130683104,False,True,False,True,False,False,False
4814,0,0,0,-0.4223169455581282,1,0,0,0,1,1,0,1,0.8388188751649267,True,False,False,False,False,True,False
1907,0,0,0,-1.0331224013585834,0,1,1,0,1,1,1,1,0.4566055651267183,False,False,False,False,False,True,False
4878,0,1,0,-0.055833672077855,1,0,0,0,0,1,0,1,-0.1898334679379036,False,False,False,False,True,False,False
4729,0,1,1,1.4915401492832985,0,0,1,1,0,1,1,1,-0.3261008219515255,False,False,False,True,True,False,False
3642,1,0,0,-0.0965540357978854,1,0,1,1,0,1,1,1,1.307445629211773,True,False,False,False,False,True,False
2940,1,0,0,0.8400143297628127,0,0,1,1,0,1,1,1,-0.3427187919531868,False,False,False,False,False,True,False
2283,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,0.2256157821036271,True,False,False,False,False,False,True
4583,0,1,0,1.5729808767233588,1,1,1,1,1,1,1,0,0.8421424691652587,False,False,False,True,False,True,False
2809,1,0,0,0.188488510242327,0,0,1,1,0,0,0,0,-0.9343185240123268,False,False,False,False,False,True,False
6255,1,1,0,1.4915401492832985,1,1,0,1,1,1,1,1,1.5218174422332031,True,False,True,False,False,False,True
5962,0,1,0,-0.6666391278783103,0,1,1,0,0,0,0,0,0.531386430134194,True,False,False,False,False,False,False
5638,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.4893587220678115,False,True,False,False,False,True,False
3705,0,1,1,1.4915401492832985,1,1,0,0,1,0,0,0,-0.1117290089300958,False,False,False,True,True,False,False
818,0,1,0,-0.4630373092781585,1,0,1,1,1,1,1,1,1.5434208032353631,True,False,False,False,False,True,False
511,0,0,0,1.1657772395230557,1,1,0,1,0,1,1,1,1.3855500882195813,True,False,False,False,False,True,False
6606,0,1,0,0.2292088739623573,1,0,0,1,1,1,1,1,1.3373579752147635,True,False,False,False,False,True,False
5336,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,-1.517609271070636,False,True,False,False,False,False,True
1796,0,1,0,-0.3815965818380978,1,0,0,0,1,1,1,1,0.2954112561106046,False,False,False,False,True,False,False
2682,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,-0.4773243489666429,False,False,False,False,False,False,True
6517,0,1,1,-1.0738427650786138,0,0,0,0,0,1,0,0,-0.3294244159518578,False,False,False,False,False,True,False
6475,0,0,1,-0.5444780367182193,1,1,1,0,1,1,0,1,0.3701921211180801,False,False,False,False,False,False,True
1222,0,1,1,1.2879383306831464,0,1,0,1,1,1,0,0,0.1491731200959855,False,False,False,True,False,False,True
1217,0,1,0,1.2064976032430856,1,0,0,0,0,0,0,1,-1.3630621500551865,False,True,True,False,True,False,False
3272,0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,1,0.5629605731373504,True,False,False,False,False,True,False
6943,0,1,1,-1.2774445836787656,0,1,0,0,0,0,0,0,-1.1387195550327598,False,False,False,False,False,False,False
2712,0,0,0,-0.9924020376385532,0,1,0,0,0,0,0,0,-1.1769408860365806,False,False,False,False,False,False,True
2267,0,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1.624848856243503,True,False,False,True,True,False,False
6512,0,0,0,-0.8702409464784621,0,0,1,1,1,0,0,1,-0.128346978931757,False,False,False,False,False,True,False
5124,0,1,1,-0.3001558543980371,0,0,0,0,0,0,0,0,-1.4843733310673135,False,True,False,True,False,False,True
3615,1,1,1,-0.2594354906780068,1,0,1,1,0,1,1,0,1.3622849302172555,True,False,False,False,False,True,False
4962,0,1,1,-0.62591876415828,0,1,1,0,0,1,1,0,0.3253236021135945,False,False,False,False,False,False,True
5856,0,0,0,-0.8702409464784621,0,0,0,0,0,0,0,1,-0.6684310039857471,False,False,False,False,False,False,True
854,0,0,0,1.4508197855632678,0,0,0,0,0,0,0,0,-1.4710789550659844,False,True,False,True,True,False,False
197,0,0,0,1.0843365120829946,1,0,1,1,1,1,1,1,1.5484061942358611,True,False,False,False,False,True,False
2433,0,0,0,-0.9516816739185228,0,1,0,1,1,0,1,0,-0.4640299729653139,False,False,True,False,False,False,True
5136,1,0,0,-1.2367242199587352,1,0,0,0,0,0,0,1,0.2605135191071156,True,False,False,False,False,False,True
2642,0,1,0,0.5956921474426305,0,0,0,1,0,0,1,1,0.682609957149311,True,False,False,False,False,True,False
398,1,0,0,0.0256070553622056,0,0,0,1,1,1,1,1,-0.3377334009526884,False,False,False,False,False,True,False
2186,0,1,1,0.5549717837226001,0,0,0,0,0,0,0,0,-1.4893587220678115,False,True,False,True,True,False,False
6935,0,1,1,1.3286586944031769,1,0,1,1,1,1,1,1,1.5301264272340338,True,False,False,True,True,False,False
2090,0,1,1,0.6364125111626608,0,0,0,0,1,0,0,1,-1.1719554950360824,False,False,False,False,True,False,False
210,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,1,-0.6235624849812617,False,False,False,False,True,False,False
651,0,0,0,-1.2774445836787656,0,0,0,1,0,0,0,1,0.3269853991137605,True,False,False,False,False,False,True
2272,0,0,1,-1.2774445836787656,0,0,0,1,0,0,0,1,-0.4956041159684701,False,False,False,False,False,True,False
918,0,0,0,-0.2594354906780068,1,0,0,1,0,0,0,1,0.5297246331340278,True,False,False,False,False,True,False
169,0,1,1,-0.6666391278783103,0,0,0,0,0,0,0,0,-1.4744025490663168,False,True,False,False,False,True,False
4699,0,1,0,0.6771328748826912,1,1,1,1,1,0,1,0,1.392197276220246,True,False,False,True,True,False,False
3037,0,0,0,-0.0151133083578247,0,0,0,0,0,0,0,0,-1.4760643460664828,False,True,True,False,True,False,False
1048,0,0,0,-0.1372743995179157,0,0,0,0,0,0,0,1,-1.4943441130683104,False,True,True,False,False,False,True
3080,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,0,-1.3447823830533592,False,False,False,False,False,False,True
4688,1,1,0,1.5322605130033284,1,1,0,0,0,0,1,1,0.8670694241677506,True,False,False,False,False,True,False
6759,1,1,0,0.758573602322752,1,1,0,1,0,0,1,1,0.9601300561770538,True,False,True,False,False,False,False
7031,1,1,0,0.9214550572028734,1,1,1,0,0,0,0,0,-0.1582593249347472,False,False,True,False,True,False,False
3562,1,0,0,-1.1145631287986442,1,0,1,0,0,0,1,1,0.8321716871642622,True,False,False,False,False,True,False
3120,0,1,0,1.4915401492832985,1,0,0,0,0,0,0,1,-1.3231790220511994,False,True,False,True,True,False,False
1951,0,1,0,-0.748079855318371,0,0,0,1,0,0,0,0,-0.4839715369673072,False,False,False,False,True,False,False
3345,0,1,0,1.6137012404433893,1,0,1,1,0,1,1,1,1.2160467942026365,True,False,True,False,False,True,False
3096,0,1,0,1.5729808767233588,0,0,1,1,1,1,1,1,-0.1117290089300958,False,False,False,True,True,False,False
5574,0,0,0,0.3513699651224484,0,0,0,0,0,0,0,0,-1.4727407520661506,False,True,False,False,False,True,False
5176,0,0,1,-0.2594354906780068,0,1,0,0,1,0,1,0,-0.6302096729819263,False,False,False,False,False,False,True
1675,0,0,0,-0.1372743995179157,0,0,0,0,0,1,0,1,0.4698999411280475,True,False,False,False,False,True,False
5061,1,1,1,0.9214550572028734,1,1,0,1,1,1,0,0,0.3818247001192428,False,False,True,False,False,True,False
1020,0,1,1,0.2699292376823877,0,1,0,0,0,0,0,0,-0.4557209879644833,False,False,False,False,True,False,False
5063,0,0,0,-0.4630373092781585,1,0,1,0,0,0,0,1,0.5845639341395097,True,False,False,False,False,True,False
5216,0,1,0,0.6364125111626608,0,0,1,1,0,0,0,0,-0.9991286070188056,False,False,True,False,False,False,True
5290,0,1,1,1.5729808767233588,0,1,1,0,1,1,1,0,-0.1682301069357438,False,False,False,True,False,False,False
1140,0,0,1,-0.7888002190384014,1,1,1,1,1,1,1,0,0.8039211381614382,False,False,False,True,True,False,False
5563,0,0,0,-1.1552834925186746,0,0,0,0,0,0,0,0,-1.4827115340671475,False,True,False,False,False,False,True
2540,0,0,0,1.5322605130033284,1,1,1,1,1,1,1,1,1.5683477582378549,True,False,False,True,True,False,False
5946,0,0,0,0.3920903288424788,0,1,1,1,1,0,1,0,0.3037202411114352,False,False,True,False,True,False,False
4617,0,0,0,-1.2367242199587352,0,0,0,0,0,0,0,1,-1.46443176706532,False,True,False,False,False,False,False
2605,0,0,0,-0.7888002190384014,0,0,0,0,0,0,0,1,-1.4744025490663168,False,True,False,True,False,False,True
4990,0,1,1,-1.0738427650786138,0,0,0,0,0,0,0,0,-0.640180454982923,False,False,False,False,False,False,True
4789,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,0.2106596091021319,True,False,False,False,False,False,True
1642,0,1,0,-0.1372743995179157,0,0,0,0,0,0,0,0,-1.4926823160681442,False,True,False,False,False,False,True
3575,0,0,0,1.0843365120829946,0,0,0,0,1,1,1,1,-0.4341176269623235,False,False,False,False,False,True,False
4612,0,0,1,1.3286586944031769,0,0,1,0,1,1,0,0,-0.6484894399837535,False,False,False,True,False,False,True
589,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,0,0.8521132511662559,False,False,False,True,False,True,False
689,0,0,0,0.758573602322752,1,0,0,0,0,0,1,0,0.6194616711429987,True,False,False,False,False,False,False
5104,0,1,0,-0.5851984004382496,0,0,0,0,0,0,0,0,-1.4843733310673135,False,True,False,True,False,False,True
4071,0,0,0,-0.6666391278783103,0,1,0,0,0,1,0,1,-0.8595376590048512,False,False,False,False,False,True,False
4807,0,0,1,0.0663274190822359,1,1,1,1,1,1,1,1,1.7079387062518092,True,False,False,True,True,False,False
5800,0,0,0,-0.62591876415828,1,0,0,1,0,0,0,0,0.5081212721318681,True,False,False,False,False,False,False
5829,0,1,1,-0.055833672077855,0,1,0,1,1,1,1,0,-0.1599211219349132,False,False,True,False,False,True,False
3558,0,1,1,-0.1779947632379461,1,0,0,0,0,1,1,0,0.9119379431722362,True,False,True,False,False,False,False
4890,0,1,1,0.8400143297628127,0,0,1,0,1,1,0,1,0.9235705221733987,True,False,False,False,False,True,False
878,0,0,0,1.125056875803025,1,1,0,1,1,0,0,0,-0.0003886099189655,False,False,True,False,False,True,False
3029,0,1,1,-0.3815965818380978,1,0,0,0,0,0,0,1,-0.5454580259734538,False,False,True,False,True,False,False
2534,0,1,0,1.4915401492832985,1,1,1,1,1,0,1,1,1.4104770432220732,True,False,True,False,True,False,False
5464,0,0,0,-0.3001558543980371,0,0,0,0,0,0,0,1,-1.462769970065154,False,True,False,True,False,False,True
2836,0,0,0,0.6771328748826912,1,0,1,0,0,1,1,0,1.127971553193832,True,False,False,False,False,True,False
6819,1,0,0,0.9214550572028734,1,1,0,0,0,1,1,1,1.1312951471941644,True,False,False,False,False,True,False
5036,1,1,0,-0.6666391278783103,1,0,0,0,0,0,1,1,0.684271754149477,True,False,False,False,True,False,False
5847,0,0,0,1.2064976032430856,1,0,0,0,0,1,1,1,0.9717626351782166,True,False,True,False,False,False,False
6507,0,1,1,1.0436161483629645,1,1,1,0,0,0,1,1,0.9518210711762232,True,False,False,False,False,False,False
2051,0,1,1,1.4915401492832985,0,0,0,0,0,0,0,0,-1.5076384890696393,False,True,False,True,False,False,True
5644,0,1,0,-1.2774445836787656,0,0,0,1,0,0,0,0,0.3801629031190768,True,False,False,False,False,True,False
1649,0,0,0,-0.2187151269579764,0,0,1,0,1,0,0,1,-0.2862176939475387,False,False,False,False,False,False,True
5713,1,0,0,0.6771328748826912,1,1,1,1,1,0,1,0,0.5513279941361872,False,False,False,True,True,False,False
4138,0,0,0,-1.2774445836787656,0,0,0,1,0,1,0,1,0.6875953481498096,True,False,False,False,False,True,False
3269,0,0,0,1.3286586944031769,1,0,0,0,0,0,0,0,-1.328164413051698,False,True,True,False,True,False,False
5630,0,0,0,0.2699292376823877,1,0,1,1,0,1,1,1,1.285842268209614,True,False,False,False,False,True,False
4125,0,1,0,0.4328106925625091,0,1,1,1,0,0,0,1,0.7091987091519689,True,False,False,False,True,False,False
4027,0,1,0,-0.5037576729981889,0,0,0,0,0,0,0,1,-1.3397969920528607,False,False,False,False,False,True,False
3353,0,1,0,-0.8295205827584317,0,0,1,0,0,0,1,1,0.6743009721484804,True,False,False,False,True,False,False
460,0,0,1,-1.0738427650786138,0,0,0,0,0,0,0,0,-1.4993295040688086,False,True,False,False,False,False,True
3199,0,0,0,1.4508197855632678,1,0,0,0,0,0,0,0,-1.304899255049372,False,True,False,True,False,False,False
2332,0,1,0,0.5956921474426305,0,1,0,1,0,1,0,1,0.0428181120853536,False,False,True,False,True,False,False
1269,0,1,1,1.2064976032430856,1,1,1,1,1,1,1,0,1.6879971422498157,True,False,False,True,False,False,False
6559,0,1,0,0.9621754209229036,0,0,0,1,1,1,1,1,1.127971553193832,True,False,False,False,False,True,False
3173,0,1,0,-0.62591876415828,0,0,0,0,0,0,0,0,-1.5093002860698053,False,True,True,False,False,False,True
5045,0,0,0,0.1070477828022663,1,0,0,0,1,0,0,0,0.5081212721318681,True,False,False,False,True,False,False
6687,1,1,0,-1.2367242199587352,1,0,0,1,0,0,0,0,0.4798707231290441,True,False,False,False,False,True,False
5682,0,1,0,-1.2774445836787656,0,0,0,0,0,0,1,0,-0.9891578250178088,False,False,False,False,False,True,False
2300,0,1,1,0.6364125111626608,1,1,1,0,0,1,1,1,1.2791950802089491,True,False,True,False,True,False,False
5244,0,0,0,0.5142514200025698,1,0,0,1,0,0,1,1,0.8155537171626008,True,False,False,False,True,False,False
4582,0,1,1,1.5322605130033284,1,1,1,1,1,1,1,1,0.8438042661654253,False,False,False,True,True,False,False
3260,0,0,0,-0.055833672077855,0,0,1,0,1,0,0,1,0.4549437681265523,True,False,False,False,False,True,False
6065,0,0,0,1.0843365120829946,1,0,0,0,0,0,0,0,-1.3215172250510334,False,True,False,True,False,False,True
698,1,1,1,0.5956921474426305,0,0,1,0,0,1,0,1,0.6709773781481484,True,False,True,False,False,False,False
2722,0,1,1,-0.0151133083578247,0,0,0,0,0,0,0,0,-1.522594662071134,False,True,False,True,False,False,True
557,0,0,0,0.2292088739623573,0,1,1,0,1,1,0,0,0.1940416391004707,False,False,True,False,False,False,True
3698,0,0,0,1.0843365120829946,1,0,1,1,0,0,0,1,0.6144762801425001,True,False,False,False,False,True,False
2416,0,0,0,-0.2187151269579764,1,0,0,1,0,1,1,1,1.1877962451998123,True,False,True,False,False,False,False
3500,0,1,0,1.0436161483629645,1,0,1,1,0,0,1,1,0.9817334171792133,True,False,True,False,False,True,False
